formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
S ^ { b o s o n } = - \int d ^ { p + 1 } \sigma e ^ { - \phi } \sqrt { - d e t ( G _ { \mu \nu } + F _ { \mu \nu } ) } + \int C _ { 0 } e ^ { - F } .,15e09f1935.png,149,62,384,64,6.0
c _ { 3 } ( V ) = 2 \lambda \sigma \cdot \pi ^ { * } ( \eta \cdot ( \eta - n c _ { 1 } ( B ) ) ) .,5e4a9f9021.png,98,36,256,32,8.0
\tilde { r } _ { i } = \alpha _ { i } + \cdots + \alpha _ { 1 } + \lambda _ { i + 1 } - \lambda _ { i } - \cdots - \lambda _ { 1 } + 1 / 2 .,68d24852a1.png,140,49,384,32,12.0
"( H _ { 0 } ) _ { n m } = \langle n | H _ { 0 } | m \rangle = \delta _ { n m } H _ { n n } \, ,",88d29dd70d.png,95,39,256,32,8.0
R ^ { \alpha } { } _ { \beta \gamma } { } ^ { \delta } = - C _ { \beta \gamma \epsilon } \bar { C } ^ { \alpha \delta \epsilon } \ .,69f3b143c7.png,132,39,160,32,5.0
"L = e ^ { 2 \sigma } \frac { \partial } { \partial \bar { \omega } } e ^ { - 2 \sigma } , \ \ \ L ^ { \dag } = - e ^ { - 2 \sigma } \frac { \partial } { \partial \omega } .",2425854183.png,172,53,256,64,4.0
"\frac { ( 2 \pi ) ^ { 2 } } { 2 g _ { Y M } ^ { 2 } \sqrt { \mathrm { d e t } G } \theta } \, .",573f6776b6.png,95,37,128,64,2.0
n | 0 \rangle + \frac { 1 } { 2 } M ^ { i j } a _ { i } ^ { \dagger } a _ { j } ^ { \dagger } | 0 \rangle .,48e1261201.png,107,40,160,64,2.5
X _ { 1 } ^ { 2 } - T _ { 1 } ^ { 2 } + X _ { 2 } ^ { 2 } + T _ { 2 } ^ { 2 } = - l ^ { 2 } ~ ~ .,2fd7dff477.png,97,49,224,32,7.0
"\frac { 2 \pi ^ { k + \frac { 1 } { 2 } } \rho ^ { 2 k } } { \Gamma ( k + \frac { 1 } { 2 } ) } \frac { N _ { k - 1 } } { N _ { k } } \sim \frac { \rho ^ { 2 k } } { n ^ { k } } \sim \alpha ^ { 2 k } n ^ { k } ,",3d0f568bb9.png,211,84,256,64,4.0
"\omega ^ { i } = \phi ^ { j } \, ( \mathrm { 1 } + \frac { 1 } { 2 ! } A ^ { 2 } + \frac { 1 } { 4 ! } A ^ { 4 } + \cdots ) _ { j } ^ { \, \, \, i } - d \xi ^ { \beta } \, ( \frac { 1 } { 2 ! } A + \frac { 1 } { 4 ! } A ^ { 3 } + \cdots ) _ { \beta } ^ { \, \, \, \, i }",4b0eedee32.png,270,106,480,64,7.5
f ^ { B } { } _ { i j } - f ^ { B } { } _ { j i } = 0 .,61aa7fcfbb.png,55,28,128,32,4.0
"\{ H , ~ M _ { 1 2 } , ~ M _ { 4 5 } , ~ M _ { 6 7 } , ~ M _ { 8 9 } \} .",6e87089fbb.png,73,36,224,32,7.0
m _ { c } \left[ \operatorname { s i n h } ( \theta { - } \imath \pi / 5 ) + \operatorname { s i n h } ( \theta { + } \imath \pi / 5 ) \right] = \sum _ { b = 1 } ^ { 2 } l _ { c b } ^ { [ T _ { 2 } ] } m _ { b } \operatorname { s i n h } \theta ~ .,31bdb88289.png,248,85,480,64,7.5
"\partial _ { M } J ^ { M } = \frac { 1 } { 2 } \left[ \delta ( y ) + \delta ( y - \pi R ) \right] \, { \cal Q } ( x , y ) \, ,",10c1202a89.png,126,44,320,64,5.0
"\zeta _ { T } ( \nu | \beta ) = { \frac { \nu \varrho ^ { - 2 \nu } } { \pi i } } \int _ { \mu } ^ { \infty } d \omega \int _ { C _ { + } } d z { \frac { 2 z } { ( z ^ { 2 } + \omega ^ { 2 } ) ^ { \nu + 1 } } } \operatorname { l n } \left( 1 - e ^ { i \beta z } \right) \breve { \Psi } ( \omega ; z ) ,",5e30f9ac25.png,302,104,480,64,7.5
"I = - \int _ { \epsilon } d ^ { d + 1 } x \sqrt { \tilde { g } } \left[ \tilde { R } + \frac { d ( d - 1 ) } { l ^ { 2 } } \right] + 2 \int d ^ { d } x \sqrt { g } \, \left[ H + \frac { d - 1 } l \right] ,",68483a617d.png,205,72,480,64,7.5
"\left( \begin{array} { c c } { E } & { F } \\ { - ^ { t } F } & { D } \\ \end{array} \right) ,",62385157a1.png,94,30,128,64,2.0
"K _ { n m } \dot { q } ^ { m } = \frac { \partial V } { \partial q ^ { n } } \ ,",70715e7c6c.png,80,30,128,64,2.0
"g _ { Q ^ { \prime } Q } ^ { \prime } = { ( - 1 ) } ^ { I _ { Q ^ { \prime } } ^ { 3 } - I _ { Q } ^ { 3 } } g _ { Q ^ { \prime } Q } , \ \ Q , Q ^ { \prime } = U , D ,",205a8f1793.png,168,72,320,64,5.0
"\{ \eta _ { j } ^ { + } , \eta _ { i } ^ { - } \} = \delta _ { i j } e ^ { i \pi ( \sigma _ { 1 } ^ { z } + \cdots + \sigma _ { j - 1 } ^ { z } ) } \frac { e ^ { i \pi \sigma _ { j } ^ { z } } - 1 } { - 2 } = \delta _ { i j } ( - 1 ) ^ { j - 1 } .",1ebe5d120c.png,247,101,384,64,6.0
"\partial _ { \mu } J _ { L } ^ { \mu } ( t , x ) = 0 \quad ( L = \pm 1 , \pm 3 , \dots ) \, .",6e6e3d45f2.png,93,35,256,32,8.0
A _ { \mu } ( \tau ) = \bar { A } _ { \mu } + \tilde { A } _ { \mu } ( \tau ) = \frac { 1 } { 2 } y _ { \nu } \bar { F } _ { \nu \mu } + \epsilon _ { 1 \mu } e ^ { i k _ { 1 } x ( \tau ) } + \epsilon _ { 2 \mu } e ^ { i k _ { 2 } x ( \tau ) },63329fbbb0.png,242,93,480,64,7.5
R _ { 2 1 } = \left( \begin{array} { c c c c } { q } & { } & { } & { } \\ \end{array} \right),366cf2770e.png,93,30,384,96,4.0
\mathbf { V } ( \hat { \phi } ) = \frac { 1 } { 2 } m ^ { 2 } \hat { \phi } \cdot \hat { \phi } + \frac { g _ { ( 3 ) } } { 3 ! } \hat { \phi } \cdot \hat { \phi } \cdot \hat { \phi } + \dots .,7acc4b2886.png,193,64,320,64,5.0
"\frac { 3 } { 2 } n \lambda _ { n } \widehat { Q } _ { \beta } ^ { 1 } \psi _ { 0 } = - P _ { 0 } \bigl ( Q _ { \beta } ^ { 1 } \overline { { P } } _ { 0 } \psi _ { n } + Q _ { \beta } ^ { 2 } \psi _ { n - 1 } + \ldots + Q _ { \beta } ^ { n + 1 } \psi _ { 0 } \bigr ) \; , \nonumber",48442923e1.png,282,104,480,64,7.5
"Z _ { 1 } = e ^ { i \sigma _ { 1 } / ( n - m \theta ) } V ^ { b } , ~ ~ Z _ { 2 } = e ^ { i \sigma _ { 2 } / n } U ^ { - b } ,",1898fca06d.png,126,56,320,32,10.0
"\psi _ { 1 } ( x , t ) = \sum _ { n } a _ { n } \phi _ { n } ( x ) \mathrm { e } ^ { - i \epsilon _ { n } t } , \quad \psi _ { 2 } ( x , t ) = \sum _ { n } b _ { n } \phi _ { n } ( x ) \mathrm { e } ^ { i \epsilon _ { n } t } ,",42386576fc.png,227,90,480,64,7.5
"\tau : ( n , m ) \mapsto ( n - m , m ) \, \qquad \sigma : ( n , m ) \mapsto ( - m , n ) \, ,",17d15487ce.png,92,33,384,32,12.0
\frac { 3 2 \pi } { 3 } \rho _ { ( r a d . ) } a ^ { 3 } \frac { { \cal H } } { { \cal T } } \sim 8 \pi \frac { \rho _ { ( r a d . ) } ( t ) a ^ { 3 } ( t ) } { n ^ { 2 } a ( t _ { i } ) },5e744c0fed.png,188,79,256,64,4.0
"\omega _ { A B [ \mu , \nu ] } + \omega _ { C A [ \mu } \omega ^ { C } { } _ { B \nu ] } = { \cal R } _ { A B \mu \nu } | _ { x ^ { \underline { \mu } } = 0 } ,",bcc97ba165.png,160,60,320,32,10.0
\delta S _ { \mathrm { B - f i e l d } } = 2 \int d ^ { 2 } x \left\{ \partial _ { 0 } ( \Lambda _ { \mu } \partial _ { 1 } \phi ^ { \mu } ) - \partial _ { 1 } ( \Lambda _ { \mu } \partial _ { 0 } \phi ^ { \mu } ) \right\} \quad .,504797fba2.png,230,73,384,64,6.0
"\sum _ { i = 1 } ^ { n } q _ { a } ^ { i } [ \varphi _ { i } ^ { \alpha } \overline { { \varphi } } _ { i \beta } + \varphi _ { i \beta } \overline { { \varphi } } _ { i } ^ { \alpha } ] = \vec { \xi _ { a } } \vec { \sigma } _ { \beta } ^ { \alpha } \qquad ; a = 1 , . . . , r .",6834d9bfff.png,279,96,384,64,6.0
"x _ { \mu } j _ { \nu , \alpha \beta } ( x , y ) + x _ { \nu } j _ { \mu , \alpha \beta } ( x , y )",48af7fd6ef.png,99,37,224,32,7.0
A = \frac { 1 } { 2 } { \eta } _ { \mu \nu } ^ { j } \sigma _ { j } \partial _ { \mu } \operatorname { l n } \Biggl ( 1 + \sum _ { i = 1 } ^ { k } \frac { \lambda _ { i } ^ { 2 } } { | x + \alpha _ { i } | ^ { 2 } } \Biggr ) d x _ { \nu } .,623095e822.png,240,87,320,64,5.0
"\widetilde { \phi } ( - x - a ) = \Biggl ( \frac { C ^ { * } ( \omega ) } { C ( \omega ) } \operatorname { e x p } \left( i \int _ { - a + \epsilon } ^ { - \epsilon } d s \, k ( v ( s ) , \omega ) \Biggr ) \right) \, \phi ( x ) .",3eb19a81ef.png,229,72,480,64,7.5
"\frac { \partial } { \partial \theta } \begin{array} { c } { l i m } \\ { \varepsilon \rightarrow 0 } \\ \end{array} I ( p , m , \theta , \varepsilon ) \mid _ { _ { \theta _ { 0 } ^ { - } } } \neq \frac { \partial } { \partial \theta } \begin{array} { c } { l i m } \\ { \varepsilon \rightarrow 0 } \\ \end{array} I ( p , m , \theta , \varepsilon ) \mid _ { _ { _ { \theta _ { 0 } ^ { + } } } }",4b885df8a7.png,394,106,480,64,7.5
"S U ( 2 ) \ : \quad \quad n _ { 1 } = \pm { \frac { 1 } { 2 } } \ , \ n _ { 2 } = \pm 1 \ , \ m = 0 \ ,",61ccd0924f.png,103,44,320,64,5.0
\left( \int d ^ { 4 } k \frac { 1 } { k ^ { 4 } } \right) _ { r e g } = 2 i \pi ^ { 2 } \int _ { m } d k \frac { 1 } { k } = - 2 i \pi ^ { 2 } \operatorname { l n } m,46711c5316.png,166,63,320,64,5.0
\xi = \frac { \mu - \mu ^ { \prime } } { \mu + \mu ^ { \prime } } ; \quad \delta = \frac { \tau } { a },23476407c8.png,103,32,160,64,2.5
"D _ { N } | \mathrm { \Phi } \rangle = 0 \qquad ( N > 0 ) \; ,",1c437f47b3.png,62,21,192,32,6.0
"\Delta = \left[ 1 - \left( { \frac { r _ { h } } { r } } \right) ^ { 3 } \right] ,",3b861a5ebb.png,82,26,160,64,2.5
\epsilon ^ { \mu \nu \alpha \beta } = \frac { 4 ! } { \sqrt { - g } } \delta _ { [ 0 } ^ { \mu } \delta _ { 1 } ^ { \nu } \delta _ { 2 } ^ { \alpha } \delta _ { 3 ] } ^ { \beta } .,7f99c51121.png,180,60,192,64,3.0
"L = B \; \mathrm { { T r } } \left\{ \epsilon _ { i j } ( \dot { X } ^ { i } + i [ A _ { 0 } , X ^ { i } ] ) X ^ { j } + 2 \theta A _ { 0 } \right\}",512e5433e8.png,148,57,320,64,5.0
"\begin{array} { l } { Y ^ { ( 1 / 2 ) } = - 2 D _ { 2 } \Phi ; } \\ { Y ^ { ( n + 1 / 2 ) } = \partial _ { - } Y ^ { ( n - 1 / 2 ) } - 2 i \partial _ { - } \Phi \cdot \sum _ { l = 1 } ^ { n - 1 } D _ { 2 } Y ^ { ( l - 1 / 2 ) } \cdot Y ^ { ( n - l - 1 / 2 ) } ; } \\ { n = 1 , 2 , 3 , \cdots } \\ \end{array}",59513301ed.png,308,124,480,128,3.75
"T _ { \mu \nu } = { \frac { 1 } { 2 } } \left\{ \partial _ { \mu } \phi ( t , x ) , \partial _ { \nu } \phi ( t , x ) \right\} ,",7c10915fb6.png,128,42,224,64,3.5
"Z _ { N } ^ { H S T } ( x _ { 1 } , \cdots , x _ { M } ) = \sum _ { { \lambda \atop | \lambda | = N } } S _ { \lambda } ( x _ { 1 } , \cdots , x _ { M } ) \, \, \, \, .",40d8f7efe5.png,168,65,320,64,5.0
\mathcal { L } _ { I } ^ { l i n } = - \frac { i } { 4 } \left( h ^ { a \mu } \bar { \psi } \gamma _ { a } \frac { 1 \pm \gamma _ { 5 } } { 2 } \stackrel { \leftrightarrow } { \partial _ { \mu } ^ { \psi } } \psi + h _ { \ \mu } ^ { \mu } \bar { \psi } \gamma ^ { a } \frac { 1 \pm \gamma _ { 5 } } { 2 } \stackrel { \leftrightarrow } { \partial _ { a } ^ { \psi } } \psi \right),a321c24d6e.png,379,118,480,64,7.5
"\mathrm { R e s } _ { \lambda } \left( \lambda ^ { - 1 } \Gamma ( { \bf u } , \lambda ) \Gamma ^ { T } ( { \bf u ^ { \prime } } , - \lambda ) \right) \ne 0 ,",2a47556a83.png,157,48,256,64,4.0
{ \frac { p + ( 1 - p ) \ g _ { c } } { p \ g _ { c } + ( 1 - p ) } } = { \frac { \sqrt { 2 8 } - 1 } { 2 7 } },25a7ca645c.png,111,50,192,64,3.0
"\delta _ { \epsilon } z ^ { a } = \lambda \epsilon ^ { a } ,",fa4ccc0e77.png,60,18,128,32,4.0
\tilde { w } ( \lambda ) = \int ^ { \lambda } \pi ^ { * } X _ { d },29b7c41eac.png,67,23,128,64,2.0
"\begin{array} { l c r } { \sum _ { j } q _ { a } ^ { j } = 0 , \qquad a = 1 , . . . , n - 1 , } \\ \end{array}",7288e49cb8.png,110,40,224,32,7.0
"\Delta - \Delta _ { 0 } = \frac { \Delta ( \Delta - 1 ) } { \kappa + 2 } , ~ ~ ~ ~ 1 - \Delta = { \frac { \alpha _ { 1 } } { \alpha } }",c31f9b6343.png,135,44,320,64,5.0
\Gamma _ { 0 } = S _ { 0 } = \hat { S } _ { 0 } - \frac 1 { 2 \alpha } \int d ^ { 4 } x ( \partial ^ { \mu } A _ { \mu } ^ { a } ) ^ { 2 },4e9fc492f8.png,138,54,256,64,4.0
"\pi _ { P } \circ \varrho _ { V } \simeq 2 ^ { N } ( \pi _ { E , + } \oplus \pi _ { E , - } )",73a2f83241.png,93,34,224,32,7.0
\delta _ { \alpha } A = \alpha ( x ) d f ( y ) ; \qquad \delta _ { \alpha } F = d \alpha ( x ) \wedge d f ( y ),191e12005a.png,111,36,320,32,10.0
"\phi _ { l m } = C _ { l m } \, r ^ { l } \, , \qquad C _ { l m } = - \frac { \chi _ { l m } } { l R ^ { l + 1 } } \, .",31787ad4f7.png,119,51,256,64,4.0
"\left| { \frac { \partial \dot { \psi } ^ { \dot { a } } } { \partial \dot { \rho } ^ { \dot { b } } } } \right| = { \frac { 1 } { P f ( A _ { 1 } ^ { i } A _ { 2 } ^ { j } \gamma _ { \dot { a } \dot { b } } ^ { i j } ) } } ,",10b61f65bb.png,225,82,192,64,3.0
"\left[ \left. H , M _ { p } \right\} \right. \ = \ p M _ { p } \ \ .",108a2301b7.png,68,23,160,32,5.0
W [ \Gamma ] \equiv \mathrm { \bf t r } \prod _ { < x y > \in \Gamma } U ( x y ),b8cc7a0dc9.png,80,26,192,64,3.0
\psi _ { m } ^ { ( J ) } ( \sigma ) \varpi = ( \varpi + 2 m ) \psi _ { m } ^ { ( J ) } ( \sigma ) .,2c297f7df0.png,99,37,256,32,8.0
+ \sum _ { i = 1 } ^ { 2 n } m _ { i } a _ { - m _ { i } - 1 } \prod _ { j \neq i } a _ { - m _ { j } } a _ { - m _ { 2 n + 1 } } o d d ( k ) + k \prod _ { i : = 1 } ^ { 2 n + 1 } a _ { - m _ { i } } a _ { - 1 } e v e n ( k ) \Bigr ) \quad .,2a2083f50f.png,241,110,480,64,7.5
\sqrt { 1 + \omega \frac { D - 2 } { D - 1 } } > 1 + \omega ( 1 - \gamma ) .,1ed6def0b1.png,76,27,224,64,3.5
"a ^ { 4 { \frac { p - 1 } { p - 3 } } } \leq { \frac { ( p - 3 ) ^ { 2 } + 1 6 } { ( p - 3 ) ^ { 2 } } } \bar { \cal E } ^ { - 2 } \bar { \cal P } _ { \phi } ^ { 2 { \frac { p - 1 } { p - 3 } } } ,",60fcc3c923.png,197,84,256,64,4.0
d _ { 0 } ^ { \prime } = \sum _ { m > 0 } c _ { m } L _ { - m } ^ { X } .,1a8d2b4a88.png,73,33,128,64,2.0
"{ \nabla } ^ { 2 } \operatorname { l n } { { \rho } _ { \alpha } } = \mp { \frac { 2 e } { \kappa } } \sum _ { \beta = 1 } ^ { r } K _ { \alpha \beta } { \rho } _ { \beta } ,",4c4365d962.png,174,58,224,64,3.5
"\left. \tilde { S } ( x , x ^ { \prime } ) \right| _ { x _ { 0 } = x _ { 0 } ^ { \prime } } = - i \tilde { \gamma } ^ { 0 } \delta ( { \bf x } - { \bf x } ^ { \prime } ) ,",14acba90fa.png,171,61,224,64,3.5
"\Gamma ^ { ( 0 ) } = - J ^ { ( 0 ) } [ \phi ] \phi - \frac { 1 } { 2 i } \mathrm { T r } \operatorname { l n } [ G ^ { ( 0 ) } ] ^ { - 1 } ,",b47b14fd9f.png,140,54,256,64,4.0
w ( \sqrt { - g } R ) = 2 \alpha - { \frac { 2 \alpha ^ { 2 } } { Q ^ { 2 } } } + 2 = 4 .,1c0b812dbc.png,89,36,256,64,4.0
"g ( l b ^ { 1 / 2 } ) = ( { \frac { a } { b } } ) ^ { 2 } g _ { 1 } \operatorname { s i n h } ^ { 2 } ( { \frac { l b ^ { 1 / 2 } } { 2 } } ) ( c + \operatorname { s i n h } ^ { 2 } ( { \frac { l b ^ { 1 / 2 } } { 2 } } ) ) ~ ~ ,",6a5d1430d9.png,229,97,384,64,6.0
"\sum _ { N = 0 } ^ { D - 1 } \Delta _ { R N } \Delta _ { R ^ { \prime } N } = 1 , ~ ~ ~ ~ \mathrm { o r } ~ ~ ~ ~ \sum _ { N = 0 } ^ { D - 1 } \Delta _ { R N } \Delta _ { R ^ { \prime } N } = 3 , ~ ~ ~ ~ ~ R \not = R ^ { \prime } .",4f1eade7c8.png,231,91,480,64,7.5
\tilde { V } ( \tilde { S } ) = \tilde { S } ^ { 4 } ( \frac { J ^ { 2 } } { 4 } \tilde { S } ^ { 4 } - M \tilde { S } ^ { 2 } + \frac { 1 } { l ^ { 2 } } - E ^ { 2 } ) .,7971e1f66c.png,170,69,320,64,5.0
"G ( x , y ) = i \int _ { 0 } ^ { \infty } d \tau G ( \tau , x , y ) ,",5c8444b9ca.png,69,28,224,64,3.5
"E _ { \mathrm { N N } } ^ { ( 1 ) } \approx - E _ { \mathrm { D D } } ^ { ( 1 ) } \approx - \frac { \lambda m ^ { 3 / 2 } } { 2 5 6 \pi ^ { 5 / 2 } } \, a ^ { - 3 / 2 } \, \operatorname { e x p } ( - 2 m a ) .",505acf21b8.png,209,80,384,64,6.0
( i \gamma ^ { \mu } \partial _ { \mu } - m + e \gamma ^ { \mu } A _ { \mu } ) \psi = 0,75d14220ad.png,87,30,224,32,7.0
"c _ { 2 } ( l ) = 0 , \; \; \; c _ { 1 } ( l ) = - c _ { 3 } ( l ) = { \frac { 1 } { 3 \cdot 2 ^ { 1 0 } \cdot ( l + 2 ) ( l + 3 ) } }",4399edece5.png,134,60,384,64,6.0
( 6 5 ) \rho = \operatorname* { l i m } _ { \tau \rightarrow 0 } F ( F + \tau I ) ^ { - 1 } .,12cdef785b.png,93,31,192,32,6.0
"\lambda \, \Xi _ { n } ( \epsilon ) \, | \eta _ { n } ( \epsilon ) | ^ { - \epsilon / 2 } = 1 \; ,",1a0699933a.png,98,32,192,32,6.0
"+ g ^ { 2 } v A _ { \mu } A ^ { \mu } \phi + \frac { 1 } { 2 } g ^ { 2 } A _ { \mu } A ^ { \mu } \phi ^ { 2 } - \lambda v \phi ^ { 3 } - \frac { 1 } { 4 } \lambda \phi ^ { 4 } ,",130eb0bbce.png,177,69,320,64,5.0
"E _ { t o t } = | Z ( \Gamma ) | _ { \infty } + \left( e ^ { U } ( | Z ( \Gamma _ { 1 } ) | + | Z ( \Gamma _ { 2 } ) | - | Z ( \Gamma _ { 1 } + \Gamma _ { 2 } ) | ) \right) _ { r _ { m s } } \, .",4d53d380a1.png,195,77,480,64,7.5
H _ { M N P Q } = \sqrt { - g } \epsilon _ { M N P Q R } \frac { \partial ^ { R } \sigma } { ( 4 ! ) ^ { 1 / 3 } [ ( \partial \sigma ) ^ { 2 } ] ^ { 2 / 3 } } .,a816f62cc0.png,160,61,320,64,5.0
"| { \cal O } \rangle = \left\{ \begin{array} { l } { \sum _ { s ^ { \prime } } \oplus | { \cal O } _ { s ^ { \prime } } ^ { ( 1 ) } \rangle \qquad s ^ { \prime } = s , s - 2 , s - 4 , \ldots , s - 2 [ \frac { s } { 2 } ] \, , } \\ { \sum _ { s ^ { \prime } } \oplus | { \cal O } _ { s ^ { \prime } } ^ { ( 2 ) } \rangle \qquad s ^ { \prime } = s - 1 , s - 3 , s - 5 , \ldots , s - 2 [ \frac { s - 1 } { 2 } ] \, . } \\ \end{array} \right.",69accbab95.png,438,150,480,128,3.75
"a \cdot b = \int d x \, a ^ { i } ( x ) b _ { i } ( x )",27ac35f296.png,55,24,192,64,3.0
F _ { \mathrm { U n r u h } } ( k ) = k _ { 0 } \{ \operatorname { t a n h } [ ( k / k _ { 0 } ) ^ { n } ] \} ^ { \frac { 1 } { n } },4143819d16.png,133,55,256,32,8.0
"1 , \lambda _ { 1 } \lambda _ { 2 } + \mu _ { 1 } \mu _ { 2 } , \lambda _ { 1 } \lambda _ { 2 } \mu _ { 1 } \mu _ { 2 } .",58e8a3a4e8.png,121,45,192,32,6.0
"R ^ { \pm } = \frac { 1 } { \sqrt { 2 } } [ 1 \pm ( i j ) ] ~ ,",5f433314db.png,63,26,160,64,2.5
{ \vec { n } } ( { \vec { r } } ) = { \vec { m } } ( { \vec { r } } ) + ( - 1 ) ^ { x _ { 1 } + x _ { 2 } } a _ { 0 } { \vec { l } } ( { \vec { r } } ),71008d0b34.png,151,67,224,32,7.0
\xi _ { s p h } = 2 \operatorname { s i n } ^ { - 1 } ( \mathrm { s e c h } m x ) .,53735ae0fc.png,83,32,192,32,6.0
\tilde { H } _ { c } = \int d ^ { 2 } x [ \frac { 1 } { 2 g ^ { 2 } } ( B _ { i } ^ { a } + \omega _ { i } ^ { a } ) ^ { 2 } + \frac { g ^ { 2 } } { 2 } L ^ { a } L ^ { a } - B _ { 0 } ^ { a } G ^ { a } ],2967f3a9bb.png,204,92,384,64,6.0
"\Omega f ( x _ { 1 } , x _ { 2 } ) = \frac { q ^ { 2 ( \lambda _ { 1 } + \lambda _ { 2 } ) + 1 } + q ^ { - 2 ( \lambda _ { 1 } - \lambda _ { 2 } ) + 1 } } { ( q - q ^ { - 1 } ) ^ { 2 } } f ( x , y ) .",6b488e4b58.png,200,84,384,64,6.0
"\psi ( \omega ) = \prod _ { \alpha } ( 1 - \mathcal { V } ^ { \alpha } i _ { \alpha } ) \omega = \omega - \mathcal { V } \equiv \mathcal { U } \quad ,",4f519d0e3f.png,150,42,320,64,5.0
"d s ^ { 2 } = \sum _ { i = 1 } ^ { n } h _ { i } ^ { 2 } ( u ) ( d u ^ { i } ) ^ { 2 } , \qquad u = ( u ^ { 1 } , \dots , u ^ { n } )",487e79af7c.png,133,61,320,64,5.0
j ( x ) = q _ { u } q _ { \bar { d } } \left[ \bar { v } _ { R } i \gamma _ { 5 } u _ { L } + \bar { v } _ { L } i \gamma _ { 5 } u _ { R } \right] ( x ) \; .,55ea5d9c71.png,158,64,320,32,10.0
\delta = b \pi = 8 \pi G \{ U + \frac { J ^ { 2 } ( 1 + \operatorname { l n } ( \rho / r _ { 0 } ) ) } { 2 } + \frac { 1 } { 2 } \nu S ^ { 2 } ( 1 - 2 \operatorname { l n } ( \rho / r _ { 0 } ) ) \} .,4e8b5a5138.png,200,75,480,64,7.5
\Psi _ { p } ^ { ( 1 ) } = P _ { 1 } \Psi _ { p } = \left( \begin{array} { c } { 0 } \\ { \psi _ { \mu } ( p ) } \\ { \psi _ { [ \mu \nu ] } ( p ) } \\ \end{array} \right) .,71b4f2dd04.png,173,60,384,96,4.0
\delta { \cal F } _ { \mu \nu } = 2 \delta \bar { \theta } \Gamma _ { 1 1 } ( \gamma _ { \mu } \partial _ { \nu } - \gamma _ { \nu } \partial _ { \mu } ) \theta .,41ae2cf48f.png,162,48,224,32,7.0
"R _ { \alpha \beta } - \frac { 1 } { 2 } g _ { \alpha \beta } R = T _ { \alpha \beta } - \frac { V } { 2 b } e ^ { \lambda \phi / 2 ( D - 2 ) } q _ { \alpha \beta } \delta ( y ) ,",654f3fad59.png,179,61,320,64,5.0
"{ \cal N } _ { M } [ V ( \phi _ { \vec { x } } ) ] = \int { \frac { d \Omega } { \sqrt { 2 \pi } } } \tilde { V } ( \Omega ) e ^ { i \Omega \phi _ { \vec { x } } } e ^ { { \frac { 1 } { 4 } } \Omega ^ { 2 } I _ { 1 } [ M ^ { 2 } ] } \; ,",7ed1aeb539.png,237,90,320,64,5.0
"\psi ( \lambda ) : = \sum _ { k \geq 1 } \lambda ^ { k } \psi _ { k } [ J ] = \operatorname { l n } ( 1 + \sum _ { k \geq 1 } \lambda ^ { k } S _ { k } [ J ] ) ,",499e9b43b5.png,161,57,320,64,5.0
\ { \cal A } _ { \mathrm { d i s k } } ^ { ( o o \rightarrow o o ) } \sim e ^ { - \alpha ^ { \prime } { \tilde { \cal E } } _ { \mathrm { d i s k } } } \,53346e3d38.png,153,54,160,32,5.0
"\Theta _ { a } ^ { I } = i \frac { \partial \Delta _ { a } } { \partial \langle t ^ { I } \rangle } ~ , ~ ~ ~ ~ ~ ~ \Theta _ { a } ^ { \bar { I } } = - i \frac { \partial \Delta _ { a } } { \partial \langle \bar { t } ^ { \bar { I } } \rangle } ~ ,",714a88e4af.png,248,80,256,64,4.0
\mathrm { \ n u } _ { m _ { 1 } } = \mathrm { \ n u } _ { m _ { 2 } } = . . . = \mathrm { \ n u } _ { m _ { n } } =,5a7f72df4f.png,115,49,192,32,6.0
\sum _ { k \neq 0 } { \frac { < : p _ { k } p _ { - k } : > } { < : p _ { 0 } ^ { 2 } : > } },4567edd6ea.png,93,42,128,64,2.0
"F _ { g h } \; = \; \Phi _ { ( h \odot g ) } - \Phi _ { g } - R _ { g } ( \Phi _ { h } ) + \Phi _ { g } R _ { g } ( \Phi _ { h } ) ,",75fb808367.png,132,56,320,32,10.0
"\int [ d X ] \ e ^ { - S _ { 0 } \left( X \right) } \, f _ { 1 } \left( X \left( \tau _ { 1 } \right) \right) \cdots f _ { n } \left( X \left( \tau _ { n } \right) \right)",77f7a78379.png,171,51,320,64,5.0
"\psi _ { n , N } ( x ) = \left\{ \begin{array} { l l } { 1 } & { \mathrm { ~ n 2 ^ { - N } \leq ~ x \leq ( n + 1 ) 2 ^ { - N } ~ } } \\ { 0 } & { \mathrm { o t h e r w i s e ~ . } } \\ \end{array} \right.",28b52ba81e.png,204,74,320,64,5.0
"R \, \, K U \, \, R ^ { * } = K \, \, \bar { R } U R ^ { * } = K U _ { d }",54c41e2dd5.png,74,33,224,32,7.0
"\partial _ { M } ( \sqrt { - g } e ^ { - \alpha \phi } F ^ { M M _ { 1 } . . . M _ { q } } ) = 0 ,",3ba56cbfde.png,98,40,224,32,7.0
F + F _ { D } = - \frac { 2 i } { \pi } u,67523597b2.png,41,18,128,64,2.0
"\chi \, ( X , Y ) = \{ \mathrm { H } _ { X } , \mathrm { H } _ { Y } \} = \mathrm { H } _ { [ X , Y ] } = { \cal P } \, ( [ X , Y ] ) = \mu \, ( [ X , Y ] )",1cc3b3f2cc.png,156,63,480,32,15.0
