formula,image,formula_len_chars,formula_len_tokens_rough,image_width,image_height,aspect_ratio
"\begin{array} { l l l } { \Pi _ { t a d } ^ { \mu \nu , \, \alpha \beta } \left( k \right) \equiv \displaystyle { \frac { 1 } { 4 } } } & { \left( \eta ^ { \mu \alpha } \tilde { \Gamma } ^ { \nu \beta } + \eta ^ { \mu \beta } \tilde { \Gamma } ^ { \nu \alpha } + \eta ^ { \nu \alpha } \tilde { \Gamma } ^ { \mu \beta } + \eta ^ { \nu \beta } \tilde { \Gamma } ^ { \mu \alpha } \right) } \\ \end{array} .",2abf9e5cbc.png,403,109,480,64,7.5
"\left( \begin{array} { c c } { I } & { - Z ^ { \dag } } \\ { Z } & { I ^ { \prime } } \\ \end{array} \right) ^ { - 1 } = \left( \begin{array} { c c } { ( I + Z ^ { \dag } Z ) ^ { - 1 } } & { 0 } \\ { 0 } & { ( I ^ { \prime } + Z Z ^ { \dag } ) ^ { - 1 } } \\ \end{array} \right) \left( \begin{array} { c c } { I } & { Z ^ { \dag } } \\ { - Z } & { I ^ { \prime } } \\ \end{array} \right) ,",1ca67d739a.png,389,129,480,64,7.5
"\psi = \left( \begin{array} { c } { \psi _ { 1 } } \\ { \psi _ { 2 } } \\ \end{array} \right) \propto \left( \begin{array} { c } { \operatorname { e x p } - 2 \pi \beta ^ { - 1 } \int _ { - \infty } ^ { x } d y \left( \dot { \phi } + \frac { \beta } { 4 \pi } \phi ^ { \prime } \right) } \\ { \operatorname { e x p } - 2 \pi \beta ^ { - 1 } \int _ { - \infty } ^ { x } d y \left( \dot { \phi } - \frac { \beta } { 4 \pi } \phi ^ { \prime } \right) } \\ \end{array} \right) ,",659fa1d48a.png,474,134,384,64,6.0
"_ 1 \langle \varepsilon _ { 1 } | \, _ { 2 } \langle \varepsilon _ { 2 } | \, _ { 3 } \langle \varepsilon _ { 3 } | \operatorname { e x p } [ \sum _ { r = 1 } ^ { 3 } N _ { 0 0 } ^ { r r } ( \varepsilon _ { r } ^ { 2 } - 2 \sqrt { 2 } \varepsilon _ { r } ) + \sum _ { r , s = 1 } ^ { 3 } \sum _ { n = 1 } ^ { \infty } N _ { 0 n } ^ { r s } \varepsilon _ { r } \phi _ { n } ^ { ( s ) } ] ,",73b2976393.png,388,138,480,64,7.5
"( \sigma _ { \mu } ) _ { \alpha \dot { \alpha } } J ^ { \mu \alpha } = J _ { \alpha \dot { \alpha } } ^ { \alpha } = i \, \frac { T _ { G } } { 4 \pi ^ { 2 } } \, \mathrm { T r } \left[ \bar { G } _ { \dot { \alpha } \dot { \beta } } \bar { \lambda } ^ { \dot { \beta } } \right] \, , \qquad \vartheta _ { \mu } ^ { \mu } = \frac { T _ { G } } { 1 6 \pi ^ { 2 } } \, \mathrm { T r } \, \left[ G _ { \rho \sigma } G ^ { \rho \sigma } \right] \, .",37cd99f683.png,445,141,480,64,7.5
"\int d \mu _ { x } ^ { \mathrm { n e w } } : = \operatorname* { l i m } _ { N \rightarrow \infty } \left[ \prod _ { n = 2 } ^ { N + 1 } \int \frac { d ^ { D } ( \Delta x _ { n } ) } { ( 2 \pi i \hbar \Delta t / M ) ^ { D / 2 } } \right] \operatorname { e x p } \left[ \frac { i } { \hbar } \sum _ { n = 1 } ^ { N + 1 } M \frac { ( \Delta x _ { n } ^ { i } ) ^ { 2 } } { 2 \Delta t } \right] ,",1d2abb0037.png,392,134,480,64,7.5
"\times \operatorname { e x p } \left( \sum _ { b , b ^ { \prime } = 1 } ^ { N } \sum _ { j = 1 } ^ { n _ { b } } \sum _ { j ^ { \prime } = 1 } ^ { m _ { b ^ { \prime } } } 2 \frac { \pi } { \pi + g N } \frac { 1 } { N } \; \mathrm { K } _ { 0 } \Big ( e \sqrt { \frac { N } { \pi + g N } } | x _ { j } ^ { ( b ) } - y _ { j ^ { \prime } } ^ { ( b ^ { \prime } ) } | \Big ) \right)",36022c842b.png,380,142,480,64,7.5
u = { \frac { 2 c _ { _ \mathrm { P } } ^ { 2 } v \operatorname { c o s } \theta \pm c _ { _ \mathrm { P } } \sqrt { \big ( c _ { _ \mathrm { P } } ^ { 2 } - v ^ { 2 } \big ) \big ( 3 c _ { _ \mathrm { P } } ^ { 2 } - ( 1 + 2 \operatorname { c o s } ^ { 2 } \theta ) v ^ { 2 } \big ) } } { 3 c _ { _ \mathrm { P } } ^ { 2 } - v ^ { 2 } } } + { \cal O } \{ \Theta ^ { 4 } \} \ .,56c0465b63.png,377,141,480,64,7.5
"D _ { \alpha } = \frac { \partial } { \partial \theta ^ { \alpha } } + i \sigma _ { \alpha { \dot { \alpha } } } ^ { \mu } { \overline { \theta } } ^ { \dot { \alpha } } \partial _ { \mu } \, , \hspace { 1 c m } { \overline { D } } _ { \dot { \alpha } } = - \frac { \partial } { \partial { \overline { \theta } } ^ { \dot { \alpha } } } - i \theta ^ { \alpha } \sigma _ { \alpha { \dot { \alpha } } } ^ { \mu } \partial _ { \mu }",3d01bdeb34.png,429,123,384,64,6.0
"\hat { \hat { k } } _ { ( m ) } { } ^ { \hat { \hat { \mu } } } \partial _ { \hat { \hat { \mu } } } = \partial _ { m } \hspace { . 5 c m } \rightarrow \hspace { . 5 c m } \hat { \hat { k } } _ { ( m ) } { } ^ { \hat { \hat { \mu } } } \hat { \hat { k } } _ { ( n ) } { } ^ { \hat { \hat { \nu } } } \hat { \hat { g } } _ { \hat { \hat { \mu } } \hat { \hat { \nu } } } = G _ { n m } \; ,",32db5fe4fb.png,388,140,384,64,6.0
"\begin{array} { c } { d s ^ { 2 } = - \lambda d t ^ { 2 } + \lambda ^ { - 1 } d r ^ { 2 } + R ^ { 2 } d \Omega , } \\ { e ^ { 2 \phi } = e ^ { 2 \phi _ { 0 } } \frac { r + \Sigma } { r - \Sigma } , } \\ { F = \frac { Q e ^ { \phi _ { 0 } } } { ( r - \Sigma ) ^ { 2 } } d t \wedge d r , \; G = P e ^ { \phi _ { 0 } } \operatorname { s i n } \theta d \theta \wedge d \varphi , } \\ \end{array}",7f486952dc.png,391,138,384,96,4.0
f ^ { ( n _ { 0 } + 1 ) } ( \sigma ^ { 2 } ) = - \sum _ { k > 0 } k C _ { k } ( f ^ { \prime } ( \sigma ^ { 2 } ) ) ^ { - k } \frac { f ^ { \prime \prime } ( \sigma ^ { 2 } ) } { f ^ { \prime } ( \sigma ^ { 2 } ) } + \sum _ { l > 0 } C _ { l } l ( f ^ { \prime } ( \sigma ^ { 2 } ) ) ^ { l } \frac { f ^ { \prime \prime } ( \sigma ^ { 2 } ) } { f ^ { \prime } ( \sigma ^ { 2 } ) },614611a0ec.png,380,146,480,64,7.5
"\widetilde { \Gamma } _ { i } ^ { ( 9 ) } = \left( \begin{array} { l l } { 0 } & { t _ { i } } \\ { - t _ { i } } & { 0 } \\ \end{array} \right) \, , \qquad \widetilde { \Gamma } _ { i } ^ { ( 0 ) } = \left( \begin{array} { l l } { 0 } & { 1 } \\ { 1 } & { 0 } \\ \end{array} \right) \, , \qquad \widetilde { \Gamma } _ { i } ^ { ( 8 ) } = \left( \begin{array} { l l } { 1 } & { 0 } \\ { 0 } & { - 1 } \\ \end{array} \right) \, ,",59ff8c402c.png,429,135,480,64,7.5
\pi _ { ( \underline { \alpha } ) } ^ { 2 } = \left( \pi _ { q } ^ { 2 - } \atop \pi _ { \dot { q } } ^ { 2 + } \right) = \left( \nabla \theta _ { q } ^ { 2 - } + \frac 1 2 \gamma _ { q \dot { r } } ^ { i } \theta _ { \dot { r } } ^ { 2 + } \Omega ^ { - 2 i } \atop \nabla \theta _ { \dot { q } } ^ { 2 + } + \frac 1 2 \tilde { \gamma } _ { \dot { q } r } ^ { i } \theta _ { r } ^ { 2 - } \Omega ^ { + 2 i } \right) .,20de6f3df1.png,417,145,320,64,5.0
"{ \frac { d \rho ( \omega ) } { d \operatorname { l n } \omega } } = \omega ^ { 4 } \left[ { \frac { S _ { e x } ( \omega ) } { S _ { r e } ( \omega ) } } + { \frac { S _ { r e } ( \omega ) } { S _ { e x } ( \omega ) } } \right] \simeq \omega ^ { 4 } ~ \mathrm { M a x } \Biggl \{ { \frac { S _ { e x } } { S _ { r e } } } , { \frac { S _ { r e } } { S _ { e x } } } \Biggr \} .",65349dea00.png,378,135,480,64,7.5
"\begin{array} { c c c } { \partial ^ { \mu } C _ { n \mu } ^ { F } = 0 , } & { \quad \partial _ { \mu } b _ { n } ^ { F \mu } = 0 , } & { \quad \partial _ { \mu } \bar { C } _ { n } ^ { F \mu } = 0 , } \\ { \partial ^ { \mu } C _ { n \mu } ^ { B } = 0 , } & { \quad \partial _ { \mu } b _ { n } ^ { B \mu } = 0 , } & { \quad \partial _ { \mu } \bar { C } _ { n } ^ { B \mu } = 0 . } \\ \end{array}",3b7eb72ea0.png,397,143,320,64,5.0
"{ \cal L } _ { \mathrm { r e l } } ^ { ( 2 ) } = \frac { 1 } { 2 } \biggl ( \mu + \frac { g ^ { 2 } \lambda } { 8 \pi r } \biggr ) \, \dot { { \bf r } } ^ { 2 } + \frac { 1 } { 2 } \left( \frac { g ^ { 2 } \lambda } { 8 \pi } \right) ^ { 2 } \biggl ( \mu + \frac { g ^ { 2 } \lambda } { 8 \pi r } \biggr ) ^ { - 1 } ( \dot { \psi } + { \bf w } ( { \bf r } ) \cdot \dot { { \bf r } } ) ^ { 2 } .",6201b5d1da.png,394,141,480,64,7.5
\operatorname* { l i m } _ { \vec { p } \rightarrow 0 } \frac { \left( C _ { 1 } \left( \left| \vec { p } \right| \right) + C _ { 1 } ^ { * } \left( \left| \vec { p } \right| \right) + 2 \left| C _ { 1 } \left( \left| \vec { p } \right| \right) \right| ^ { 2 } \right) \left| \vec { p } \right| ^ { 3 } \frac 1 { \left( 1 - \left( 1 - \kappa \left| \vec { p } \right| ^ { 2 } \right) ^ { 2 } \right) } } { 4 p _ { 0 } } = \frac C { 2 \left( 2 \pi \right) ^ { 4 } },40abe79349.png,464,131,480,128,3.75
I = \frac { \bar { \beta } } { \sqrt { \pi } } e ^ { - \bar { m } ^ { 2 } \pi } \sum _ { k = 1 } ^ { \infty } \frac { \left( \bar { t } _ { f } \right) ^ { 2 k - 1 } \left( - 1 \right) ^ { k + 1 } } { \left( 2 k - 1 \right) \left( k - 1 \right) ! } \int _ { 0 } ^ { \infty } \frac { d u u ^ { ( 2 k - 5 ) / 2 } } { u + \pi } e ^ { - u \bar { m } ^ { 2 } - \frac { \bar { \beta } ^ { 2 } } { 4 u } },6e1c40e3d6.png,398,145,480,64,7.5
"\gamma _ { { 5 } } = \left( \begin{array} { c c } { \sigma _ { 3 } } & { 0 } \\ { \noalign { \medskip } 0 } & { \sigma _ { 3 } } \\ \end{array} \right) \ , \quad \Lambda ^ { \pm } = \frac { 1 } { 2 } ( 1 \pm \gamma ^ { 0 } \gamma ^ { 3 } ) \ , \quad \gamma ^ { 0 } \gamma ^ { 3 } = \left( \begin{array} { r r } { { \bf 1 } } & { 0 } \\ { \noalign { \medskip } 0 } & { { \bf - 1 } } \\ \end{array} \right) \ .",60d511a61a.png,408,125,480,64,7.5
R _ { a b } ^ { e f } ( \vartheta - \vartheta ^ { \prime } ) \left[ t _ { e c } ( \vartheta ) \right] _ { \alpha \gamma } \left[ t _ { f d } ( \vartheta ^ { \prime } ) \right] _ { \gamma \beta } = \left[ t _ { a e } ( \vartheta ^ { \prime } ) \right] _ { \alpha \gamma } \left[ t _ { b f } ( \vartheta ) \right] _ { \gamma \beta } R _ { e f } ^ { c d } ( \vartheta - \vartheta ^ { \prime } ),230b9ebc85.png,391,113,480,32,15.0
\begin{array} { c c } { \theta ^ { i } = \left( \begin{array} { c } { \vartheta _ { - } ^ { a } } \\ { ( \bar { \vartheta } _ { a } ^ { - } ) ^ { t } } \\ \end{array} \right) ~ ~ ~ ~ ~ } & { ~ ~ ~ ~ ~ \tilde { \theta } ^ { i } = \left( \begin{array} { c } { \vartheta _ { + } ^ { a } } \\ { ( \bar { \vartheta } _ { a } ^ { + } ) ^ { t } } \\ \end{array} \right) } \\ \end{array},707daec07f.png,379,117,320,64,5.0
Z ( u ) = \prod _ { p = 1 } ^ { \infty } \frac { \operatorname { s i n } \left[ \widetilde { \gamma } ( ( 2 p - 1 ) i \pi - u ) \right] \operatorname { s i n } \left[ \widetilde { \gamma } ( 2 p i \pi + u ) \right] } { \operatorname { s i n } \left[ \widetilde { \gamma } ( ( 2 p - 1 ) i \pi + u ) \right] \operatorname { s i n } \left[ \widetilde { \gamma } ( 2 p i \pi - u ) \right] } .,57fe8f5281.png,388,110,384,64,6.0
\frac { \operatorname* { d e t } D ( \varphi ) } { \operatorname* { d e t } D ( 0 ) } \; = \; \operatorname* { l i m } _ { \Lambda \to \infty } \left[ \frac { \langle + \mid \varphi + \rangle } { \mid \langle + \mid \varphi + \rangle \mid } \; \frac { \langle \varphi + \mid \varphi - \rangle } { \langle + \mid - \rangle } \; \frac { \langle \varphi - \mid - \rangle } { \mid \langle \varphi - \mid - \rangle \mid } \right],e3c8ebd2e9.png,424,99,480,64,7.5
S _ { r } ^ { \alpha } = { \frac { 1 } { \sqrt { 2 } } } \left( \begin{array} { l l } { f _ { I } ^ { \Lambda } + \mathrm { i } h _ { \Lambda I } } & { \bar { f } _ { I } ^ { \Lambda } + \mathrm { i } \bar { h } _ { \Lambda I } } \\ { f _ { I } ^ { \Lambda } - \mathrm { i } h _ { \Lambda I } } & { \bar { f } _ { I } ^ { \Lambda } - \mathrm { i } \bar { h } _ { \Lambda I } } \\ \end{array} \right),4270860750.png,399,134,256,64,4.0
\partial _ { a _ { 1 } } \ldots \partial _ { a _ { n } } \delta _ { n } \phi = \epsilon _ { a _ { 1 } } ^ { \bar { a } _ { 1 } } \ldots \epsilon _ { a _ { n } } ^ { \bar { a } _ { n } } \bar { \partial } _ { \bar { a } _ { 1 } } \ldots \bar { \partial } _ { \bar { a } _ { n } } ( \rho _ { 0 } ^ { \bar { c } } \bar { \partial } _ { \bar { c } } \phi ) \; + \; { \cal O } ( \phi ^ { 2 } ) .,6bb271f0bf.png,390,139,384,32,12.0
"\eta _ { + } ^ { A } = \epsilon _ { \pi } ( y ) e ^ { - \frac { 1 } { 2 } k | y | } \left( \begin{array} { c } { \hat { \eta } _ { R } } \\ { - \hat { \eta } _ { L } } \\ \end{array} \right) ^ { A } \ , \qquad \eta _ { - } ^ { A } = \epsilon _ { 0 } ( y ) e ^ { - \frac { 1 } { 2 } k | y | } \left( \begin{array} { c } { \hat { \eta } _ { L } } \\ { \hat { \eta } _ { R } } \\ \end{array} \right) ^ { A } \ ,",5ee25ed35c.png,408,140,480,64,7.5
"Q _ { + } ^ { I } = \frac { \partial } { \partial \theta _ { I } ^ { + } } - i \eta ^ { I J } \theta _ { J } ^ { + } \frac { \partial } { \partial \sigma ^ { + } } , \ \ \ \ Q _ { - } ^ { I ^ { \prime } } = \frac { \partial } { \partial \theta _ { I ^ { \prime } } ^ { - } } - i \eta ^ { I ^ { \prime } J ^ { \prime } } \theta _ { J ^ { \prime } } ^ { - } \frac { \partial } { \partial \sigma ^ { + } } ,",1fd03f9b6a.png,404,136,480,64,7.5
"{ \langle 0 \rangle } _ { \Sigma } \left[ { \bf x } _ { 0 } ^ { \partial \Sigma } \right] = \int _ { { \bf x } \nolinebreak \left\{ \begin{array} { l l } { ( 1 0 , 3 ) ( 0 , 0 ) \setlength { \unitlength } { . 5 p t } \put ( 1 , - 7 ) { \line ( 0 , 1 ) { 1 4 } } \put ( 2 , - 7 ) { \scriptscriptstyle \partial \Sigma } } \\ \end{array} \right. = { \bf x } _ { 0 } } \operatorname { e x p } { \left( - S \left[ { \bf x } ^ { \Sigma } \right] \right) } d \! { \bf x } ^ { \Sigma } \ .",78e6d91a44.png,481,140,320,64,5.0
"\begin{array} { c } { \displaystyle { \sum _ { \nu = 3 / 2 } ^ { \infty } \nu ^ { - ( s - k - 1 ) } } \ \Re \left\{ \displaystyle { \frac { - e ^ { \displaystyle { - \imath \frac { \pi } { 2 } ( s + 1 ) } } } { \pi } } \, \displaystyle { \int _ { - \imath z } ^ { \infty - \imath z } } t ^ { - s } \, \displaystyle { D _ { T E } ^ { ( k ) } ( t ) } \ d t \right\} , } \\ \end{array}",46568e057b.png,382,118,480,128,3.75
\begin{array} { c } { L = g _ { \alpha \beta } ( d X ^ { \alpha } \cdot d X ^ { \beta } ) + 2 g _ { \alpha a } ( d X ^ { \alpha } \cdot d X ^ { a } ) + g _ { a b } ( d \Phi ^ { a } \cdot d \Phi ^ { b } ) + } \\ { + b _ { \alpha \beta } d X ^ { \alpha } \wedge d X ^ { \beta } + 2 b _ { \alpha a } d X ^ { \alpha } \wedge d \Phi ^ { a } + b _ { a b } d \Phi ^ { a } \wedge d \Phi ^ { b } } \\ \end{array},1b3d33bdf8.png,403,141,480,64,7.5
\pi _ { 1 } ^ { \prime \prime } + \pi _ { 1 } ^ { \prime } \Bigl ( { \frac { 6 } { \lambda \phi ^ { 5 } } } + { \frac { 9 } { \phi } } \Bigr ) + \pi _ { 1 } \Bigl ( { \frac { 6 } { \lambda \phi ^ { 6 } } } + { \frac { 1 5 } { \phi ^ { 2 } } } + { \frac { 3 6 \pi } { \lambda \phi ^ { 4 } } } - { \frac { \lambda _ { 1 } } { \pi \phi ^ { 6 } } } \Bigl ( { \frac { 6 \pi } { \lambda } } \Bigr ) ^ { 3 / 2 } \Bigr ) = 0 \ .,791630c267.png,420,147,480,64,7.5
E _ { t o t } ^ { \bar { M } } ( \Sigma ) = { \frac { \lambda ^ { 2 } } { 4 8 \pi } } \left[ \int _ { - \infty } ^ { v _ { 1 } } \left( 1 - \partial _ { v } \bar { v } \right) ^ { 2 } + \int _ { v _ { 1 } } ^ { v _ { 2 } } \left( 1 - \partial _ { v } \bar { v } \right) ^ { 2 } + \int _ { v _ { 2 } } ^ { \infty } \left( 1 - \partial _ { v } \bar { v } \right) ^ { 2 } \right],706fe847f6.png,376,132,480,64,7.5
"\partial { } _ { \mu } \overline { { F } } ^ { \prime a \mu \nu } - \overline { { f } } ^ { a } { } _ { c b } \overline { { F } } ^ { \prime c \mu \nu } \overline { { A } } ^ { \prime b } { } _ { \mu } { } + \overline { { A } } ^ { \prime b } { } _ { \mu } \overline { { R } } ^ { \prime a } { } _ { b } { } ^ { \mu \nu } - \overline { { C } } ^ { a } { } _ { d \mu } \overline { { F } } ^ { \prime d \mu \nu } = 0 ,",73c3f8a3c2.png,416,146,480,32,15.0
"\left\langle - p _ { 0 N } \right| h _ { \mu \nu } ( p _ { 0 } ) \alpha _ { 1 } ^ { \mu } \tilde { \alpha } _ { 1 } ^ { \nu } = \left. \frac { 4 } { \alpha ^ { \prime } } h _ { \mu \nu } ( p _ { 0 } ) \frac { \partial ^ { 2 } } { \partial \bar { \psi } _ { 1 \mu } \partial \psi _ { 1 \nu } } \left\langle \Omega \left( \psi _ { n } , \bar { \psi } _ { n } ; p _ { 0 } \right) \right| \right| _ { \psi , \bar { \psi } = 0 } ~ ,",2a91fb965b.png,427,135,480,64,7.5
"\begin{array} { c } { \Gamma ^ { M } \Gamma ^ { N } + \Gamma ^ { N } \Gamma ^ { M } = 2 \eta ^ { M N } , \qquad \eta ^ { M N } = ( + , - , - , \dots ) , } \\ { ( \Gamma ^ { M } ) ^ { * } = - \Gamma ^ { M } , \qquad ( \Gamma ^ { 0 } ) ^ { \mathrm { T } } = - \Gamma ^ { 0 } , \qquad ( \Gamma ^ { i } ) ^ { \mathrm { T } } = \Gamma ^ { i } , \quad i = 1 , \dots , 9 . } \\ \end{array}",344bacb76a.png,382,132,480,64,7.5
"B _ { 4 , 6 , 8 } = \left[ \begin{array} { l l l l } { Q _ { 1 , 2 , 3 } } & { } & { \vdots } & { 0 } \\ { \cdots } & { \cdots } & { \cdots } & { } \\ { 0 } & { } & { \vdots } & { 0 } \\ \end{array} \right] , \ \ B _ { 5 , 7 , 9 } = \left[ \begin{array} { l l l l } { P _ { 1 , 2 , 3 } } & { } & { \vdots } & { 0 } \\ { \cdots } & { \cdots } & { \cdots } & { } \\ { 0 } & { } & { \vdots } & { 0 } \\ \end{array} \right]",739ed61b24.png,419,149,480,128,3.75
{ \cal C } \left[ \begin{array} { c } { { \alpha } _ { 1 } \ \cdots \ \alpha _ { g } } \\ { { \beta } _ { 1 } \ \cdots \ \beta _ { g } } \\ \end{array} \right] = { \cal C } \left[ \begin{array} { c } { { \alpha } _ { 1 } } \\ { { \beta } _ { 1 } } \\ \end{array} \right] { \cal C } \left[ \begin{array} { c } { { \alpha } _ { 2 } } \\ { { \beta } _ { 2 } } \\ \end{array} \right] \cdots { \cal C } \left[ \begin{array} { c } { { \alpha } _ { g } } \\ { { \beta } _ { g } } \\ \end{array} \right],4fe2a63c1b.png,495,142,384,64,6.0
"\tilde { s } _ { q 1 } ^ { ( 2 ) } ( \tilde { x } , t ) = - \frac { i } { 1 2 \mu } \bigl \{ \bigl [ \partial _ { \tilde { x } } \psi ^ { * } ( \tilde { x } , t ) \bigr ] \tilde { x } \partial _ { \tilde { x } } ^ { 2 } \psi ( \tilde { x } , t ) - \bigl [ \partial _ { \tilde { x } } ^ { 2 } \psi ^ { * } ( \tilde { x } , t ) \bigr ] \tilde { x } \partial _ { \tilde { x } } \psi ( \tilde { x } , t ) \bigr \} .",4969892773.png,411,140,480,64,7.5
"\begin{array} { l l } { \partial X _ { c l } ( z ) = a \omega ( z ) , } & { \partial \bar { X } _ { c l } ( z ) = \bar { a } \omega ^ { \prime } ( z ) , } \\ { \bar { \partial } X _ { c l } ( \bar { z } ) = b \bar { \omega } ^ { \prime } ( \bar { z } ) , } & { \bar { \partial } \bar { X } _ { c l } ( \bar { z } ) = \bar { b } \bar { \omega } ( \bar { z } ) , } \\ \end{array}",127e4a9400.png,377,130,320,64,5.0
2 L _ { z } = \left( \begin{array} { l l } { \ell } & { 0 } \\ { \noalign { \smallskip } 0 } & { - \ell } \\ \end{array} \right) \qquad 2 L _ { y } = \left( \begin{array} { l l } { 0 } & { 1 } \\ { \noalign { \smallskip } - 1 } & { 0 } \\ \end{array} \right) \qquad 2 L _ { x } = \left( \begin{array} { l l } { 0 } & { \ell } \\ { \noalign { \smallskip } \ell } & { 0 } \\ \end{array} \right),4c642180d9.png,392,109,480,64,7.5
"\{ Q _ { A } , Q _ { B } \} = Z _ { A B } = \left( C \Gamma ^ { \widetilde { \mu } _ { 1 } \widetilde { \mu } _ { 2 } } \right) _ { A B } \, Z _ { [ \widetilde { \mu } _ { 1 } \widetilde { \mu } _ { 2 } ] } + \left( C \Gamma ^ { \widetilde { \mu } _ { 1 } \ldots \widetilde { \mu } _ { 6 } } \right) _ { A B } \, Z _ { [ \widetilde { \mu } _ { 1 } \ldots \widetilde { \mu } _ { 6 } ] } \, ,",44b43c4d1d.png,390,128,480,64,7.5
"D _ { \alpha } ^ { \mathbf i } = \partial _ { \alpha } ^ { \mathbf i } + i { \bar { \theta } } ^ { \dot { \alpha } { \mathbf i } } \partial _ { \alpha \dot { \alpha } } \ , \qquad \quad { \bar { D } } _ { \dot { \alpha } { \mathbf i } } = - { \bar { \partial } } _ { \dot { \alpha } { \mathbf i } } - i { \theta } _ { \mathbf i } ^ { \alpha } \partial _ { \alpha \dot { \alpha } } .",2f3b509b79.png,382,113,384,32,12.0
V _ { \mathrm { n p } } \rightarrow \frac { A ^ { 2 } N _ { \mathrm { c r } } ^ { 2 } \Sigma _ { 0 } ^ { 3 } } { 3 2 } \left[ - { \frac { 1 0 } { 3 } } - 2 \operatorname { l o g } \frac { \Lambda _ { \mathrm { n p } } e ^ { \delta _ { 0 } } } { \Sigma _ { 0 } } + { \frac { 3 } { 2 } } \operatorname { l o g } ^ { 2 } \frac { \Lambda _ { \mathrm { n p } } e ^ { \delta _ { 0 } } } { \Sigma _ { 0 } } \right] \rightarrow \infty,11e0c4d672.png,426,143,480,64,7.5
"\left\{ \begin{array} { l l l } { \delta _ { \varepsilon } h _ { \mu \nu } } & { = } & { \partial _ { \mu } \varepsilon _ { \nu } + \partial _ { \nu } \varepsilon _ { \mu } , } \\ { \delta _ { \varepsilon } \theta _ { \mu } } & { = } & { \varepsilon _ { \mu } + \partial _ { \mu } \varepsilon , } \\ { \delta _ { \varepsilon } \varphi } & { = } & { \varepsilon . } \\ \end{array} \right.",1696520779.png,387,103,384,96,4.0
\left. \begin{array} { l } { \gamma = x ( \partial \Sigma ) } \\ { \hspace { 3 m m } = { \gamma _ { \mu } } ^ { \prime } \circ { \gamma _ { \mu - 1 } } ^ { \prime } \circ \cdots \circ { \gamma _ { 3 } } ^ { \prime } \circ { \gamma _ { 2 } } ^ { \prime } \circ \gamma _ { g + 1 } \circ \gamma _ { g } \circ \cdots \circ \gamma _ { 2 } \circ \gamma _ { 1 } } \\ \end{array} \right.,183019d974.png,379,106,384,96,4.0
"\Delta _ { \varepsilon , \overline { { \varepsilon } } } ^ { ( 0 ) } = \left( 1 - \frac { \sigma ^ { 2 } } 2 \right) \cdot \frac { m - i \varepsilon \widehat { p } } { 2 m } \cdot \frac { m - i \overline { { \varepsilon } } \overline { { p } } } { 2 m } \cdot \left( 1 - \sigma _ { p } ^ { 2 } \right) = \Psi _ { \varepsilon , , \overline { { \varepsilon } } } ^ { ( 0 ) } \cdot \overline { { \Psi } } _ { \varepsilon , \overline { { \varepsilon } } } ^ { ( 0 ) } ,",70245940c1.png,465,130,480,64,7.5
"\begin{array} { c } { [ s _ { \alpha \beta } , s _ { \gamma \delta } ] = \epsilon _ { \alpha \delta } s _ { \beta \gamma } + \epsilon _ { \beta \delta } s _ { \alpha \gamma } + \epsilon _ { \alpha \gamma } s _ { \beta \delta } + \epsilon _ { \beta \gamma } s _ { \alpha \delta } \, , } \\ { { } } \\ { s _ { \alpha \beta } = s _ { \alpha } { } ^ { \gamma } \epsilon _ { \gamma \beta } = s _ { \beta \alpha } \, . } \\ \end{array}",e777f93896.png,429,118,384,96,4.0
"\rho _ { m _ { 0 } \rightarrow m _ { 1 } + \cdots + m _ { N } } ^ { D } = \left( \prod _ { i = 1 } ^ { N } \int \frac { d ^ { n } \! \vec { \mu _ { i } } } { ( 2 \pi ) ^ { n } } \right) \int d ^ { n } \vec { k } \, \, \mathrm { e } ^ { i \vec { k } . \sum _ { i } \vec { \mu _ { i } } } \, \rho _ { m _ { 0 } \rightarrow m _ { 1 \mu _ { 1 } } + \cdots + m _ { N \mu _ { N } } } ^ { D - n }",3d46356e96.png,389,147,480,64,7.5
"\phi = \left\{ \begin{array} { l } { - \frac { b } { | b | } \operatorname { l o g } \left| \frac { \alpha _ { 1 } \operatorname { s i n h } \rho x ^ { 5 } } { \rho } + \beta \operatorname { c o s h } \rho x ^ { 5 } \right| \, x ^ { 5 } < 0 } \\ { - \frac { b } { | b | } \operatorname { l o g } \left| \frac { \alpha _ { 2 } \operatorname { s i n h } \rho x ^ { 5 } } { \rho } - \beta \operatorname { c o s h } \rho x ^ { 5 } \right| \, x ^ { 5 } > 0 , } \\ \end{array} \right.",d49b7b4071.png,478,146,384,64,6.0
